
SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 274
SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 250

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 230

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 236

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 239

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 239

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 243

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 234

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 239

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 239

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 256

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 244

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 244

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 238

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 249

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 251

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 251

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 249

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 238

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 247

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 247

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 247

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 250

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 248

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 248

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 244

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 252

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 254

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 254

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 256

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 241

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 241

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 236

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 245

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 243

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 243

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 247

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 239

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 240

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 240

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 249

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 244

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 233

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 233

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 233

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 239

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 239

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 239

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 235

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 245

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 234

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 234

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 247

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 243

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 242

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 242

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 239

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 238

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 238

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 246

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 241

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 247

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 247

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 242

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 242

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 242

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 244

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 244

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 247

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 248

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 248

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 248

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 258

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 258

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 247

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 241

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 236

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 236

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 248

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 248

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 248

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 243

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 243

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 243

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 249

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 245

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 245

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 246

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 244

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 244

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 241

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 244

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 245

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 245

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 251

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 244

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 244

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 237

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 240

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 240

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 248

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 251

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 251

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 240

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 237

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 237

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 239

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 243

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 243

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 241

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 246

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 246

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 243

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 240

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 240

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 250

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 241

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 239

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 239

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 241

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 240

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 240

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 239

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 236

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 241

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 241

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 245

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 241

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 241

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 251

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 233

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 233

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 235

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 257

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 257

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 233

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 220

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 220

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 233

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 226

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 229

SLAM MODE |  Maps: 1, KFs: 1, MPs: 312, Matches: 229

SLAM MODE |  Maps: 1, KFs: 2, MPs: 344, Matches: 222

SLAM MODE |  Maps: 1, KFs: 2, MPs: 344, Matches: 243

SLAM MODE |  Maps: 1, KFs: 2, MPs: 344, Matches: 243

SLAM MODE |  Maps: 1, KFs: 3, MPs: 319, Matches: 217

SLAM MODE |  Maps: 1, KFs: 3, MPs: 319, Matches: 214

SLAM MODE |  Maps: 1, KFs: 3, MPs: 319, Matches: 214

SLAM MODE |  Maps: 1, KFs: 4, MPs: 325, Matches: 185

SLAM MODE |  Maps: 1, KFs: 4, MPs: 325, Matches: 209

SLAM MODE |  Maps: 1, KFs: 4, MPs: 325, Matches: 209

SLAM MODE |  Maps: 1, KFs: 4, MPs: 325, Matches: 198

SLAM MODE |  Maps: 1, KFs: 4, MPs: 325, Matches: 176

SLAM MODE |  Maps: 1, KFs: 4, MPs: 325, Matches: 176

SLAM MODE |  Maps: 1, KFs: 4, MPs: 325, Matches: 179

SLAM MODE |  Maps: 1, KFs: 4, MPs: 325, Matches: 186

SLAM MODE |  Maps: 1, KFs: 4, MPs: 403, Matches: 188

SLAM MODE |  Maps: 1, KFs: 5, MPs: 356, Matches: 188

SLAM MODE |  Maps: 1, KFs: 5, MPs: 356, Matches: 220

SLAM MODE |  Maps: 1, KFs: 5, MPs: 356, Matches: 207

SLAM MODE |  Maps: 1, KFs: 5, MPs: 356, Matches: 207

SLAM MODE |  Maps: 1, KFs: 5, MPs: 356, Matches: 215

SLAM MODE |  Maps: 1, KFs: 5, MPs: 356, Matches: 186

SLAM MODE |  Maps: 1, KFs: 5, MPs: 356, Matches: 186

SLAM MODE |  Maps: 1, KFs: 5, MPs: 356, Matches: 181

SLAM MODE |  Maps: 1, KFs: 6, MPs: 419, Matches: 175

SLAM MODE |  Maps: 1, KFs: 6, MPs: 419, Matches: 175

SLAM MODE |  Maps: 1, KFs: 6, MPs: 419, Matches: 241

SLAM MODE |  Maps: 1, KFs: 6, MPs: 419, Matches: 236

SLAM MODE |  Maps: 1, KFs: 6, MPs: 419, Matches: 236

SLAM MODE |  Maps: 1, KFs: 6, MPs: 419, Matches: 228

SLAM MODE |  Maps: 1, KFs: 6, MPs: 419, Matches: 203

SLAM MODE |  Maps: 1, KFs: 6, MPs: 419, Matches: 203

SLAM MODE |  Maps: 1, KFs: 7, MPs: 456, Matches: 203

SLAM MODE |  Maps: 1, KFs: 7, MPs: 456, Matches: 258

SLAM MODE |  Maps: 1, KFs: 7, MPs: 456, Matches: 256

SLAM MODE |  Maps: 1, KFs: 7, MPs: 456, Matches: 256

SLAM MODE |  Maps: 1, KFs: 7, MPs: 456, Matches: 238

SLAM MODE |  Maps: 1, KFs: 7, MPs: 456, Matches: 231

SLAM MODE |  Maps: 1, KFs: 7, MPs: 456, Matches: 231

SLAM MODE |  Maps: 1, KFs: 7, MPs: 456, Matches: 226

SLAM MODE |  Maps: 1, KFs: 7, MPs: 456, Matches: 215

SLAM MODE |  Maps: 1, KFs: 7, MPs: 456, Matches: 215

SLAM MODE |  Maps: 1, KFs: 8, MPs: 503, Matches: 205

SLAM MODE |  Maps: 1, KFs: 8, MPs: 503, Matches: 270

SLAM MODE |  Maps: 1, KFs: 8, MPs: 503, Matches: 253

SLAM MODE |  Maps: 1, KFs: 8, MPs: 503, Matches: 253

SLAM MODE |  Maps: 1, KFs: 8, MPs: 503, Matches: 249

SLAM MODE |  Maps: 1, KFs: 9, MPs: 564, Matches: 236

SLAM MODE |  Maps: 1, KFs: 9, MPs: 549, Matches: 236

SLAM MODE |  Maps: 1, KFs: 9, MPs: 549, Matches: 296

SLAM MODE |  Maps: 1, KFs: 9, MPs: 549, Matches: 280

SLAM MODE |  Maps: 1, KFs: 9, MPs: 549, Matches: 265

SLAM MODE |  Maps: 1, KFs: 9, MPs: 549, Matches: 265

SLAM MODE |  Maps: 1, KFs: 9, MPs: 549, Matches: 242

SLAM MODE |  Maps: 1, KFs: 9, MPs: 549, Matches: 226

SLAM MODE |  Maps: 1, KFs: 9, MPs: 549, Matches: 226

SLAM MODE |  Maps: 1, KFs: 10, MPs: 591, Matches: 194

SLAM MODE |  Maps: 1, KFs: 10, MPs: 591, Matches: 230

SLAM MODE |  Maps: 1, KFs: 10, MPs: 591, Matches: 202

SLAM MODE |  Maps: 1, KFs: 10, MPs: 591, Matches: 202

SLAM MODE |  Maps: 1, KFs: 10, MPs: 591, Matches: 194

SLAM MODE |  Maps: 1, KFs: 10, MPs: 591, Matches: 189

SLAM MODE |  Maps: 1, KFs: 10, MPs: 591, Matches: 184

SLAM MODE |  Maps: 1, KFs: 10, MPs: 591, Matches: 184

SLAM MODE |  Maps: 1, KFs: 11, MPs: 601, Matches: 186

SLAM MODE |  Maps: 1, KFs: 11, MPs: 601, Matches: 231

SLAM MODE |  Maps: 1, KFs: 11, MPs: 601, Matches: 231

SLAM MODE |  Maps: 1, KFs: 11, MPs: 601, Matches: 200

SLAM MODE |  Maps: 1, KFs: 11, MPs: 601, Matches: 202

SLAM MODE |  Maps: 1, KFs: 11, MPs: 601, Matches: 202

SLAM MODE |  Maps: 1, KFs: 12, MPs: 655, Matches: 184

SLAM MODE |  Maps: 1, KFs: 12, MPs: 655, Matches: 243

SLAM MODE |  Maps: 1, KFs: 12, MPs: 655, Matches: 233

SLAM MODE |  Maps: 1, KFs: 12, MPs: 655, Matches: 233

SLAM MODE |  Maps: 1, KFs: 13, MPs: 721, Matches: 203

SLAM MODE |  Maps: 1, KFs: 13, MPs: 721, Matches: 223

SLAM MODE |  Maps: 1, KFs: 13, MPs: 721, Matches: 223

SLAM MODE |  Maps: 1, KFs: 14, MPs: 749, Matches: 170

SLAM MODE |  Maps: 1, KFs: 14, MPs: 749, Matches: 204

SLAM MODE |  Maps: 1, KFs: 14, MPs: 749, Matches: 204

SLAM MODE |  Maps: 1, KFs: 15, MPs: 774, Matches: 207

SLAM MODE |  Maps: 1, KFs: 15, MPs: 774, Matches: 246

SLAM MODE |  Maps: 1, KFs: 15, MPs: 774, Matches: 246

SLAM MODE |  Maps: 1, KFs: 15, MPs: 774, Matches: 228

SLAM MODE |  Maps: 1, KFs: 16, MPs: 775, Matches: 187

SLAM MODE |  Maps: 1, KFs: 16, MPs: 775, Matches: 187

SLAM MODE |  Maps: 1, KFs: 16, MPs: 775, Matches: 218

SLAM MODE |  Maps: 1, KFs: 16, MPs: 775, Matches: 195

SLAM MODE |  Maps: 1, KFs: 16, MPs: 775, Matches: 195

SLAM MODE |  Maps: 1, KFs: 17, MPs: 804, Matches: 192

SLAM MODE |  Maps: 1, KFs: 17, MPs: 804, Matches: 226

SLAM MODE |  Maps: 1, KFs: 17, MPs: 804, Matches: 211

SLAM MODE |  Maps: 1, KFs: 17, MPs: 804, Matches: 211

SLAM MODE |  Maps: 1, KFs: 17, MPs: 804, Matches: 192

SLAM MODE |  Maps: 1, KFs: 17, MPs: 804, Matches: 190

SLAM MODE |  Maps: 1, KFs: 17, MPs: 804, Matches: 190

SLAM MODE |  Maps: 1, KFs: 17, MPs: 804, Matches: 180

SLAM MODE |  Maps: 1, KFs: 17, MPs: 804, Matches: 191

SLAM MODE |  Maps: 1, KFs: 17, MPs: 804, Matches: 191

SLAM MODE |  Maps: 1, KFs: 17, MPs: 804, Matches: 181

SLAM MODE |  Maps: 1, KFs: 17, MPs: 804, Matches: 179

SLAM MODE |  Maps: 1, KFs: 17, MPs: 804, Matches: 179

SLAM MODE |  Maps: 1, KFs: 17, MPs: 804, Matches: 181

SLAM MODE |  Maps: 1, KFs: 18, MPs: 829, Matches: 172

SLAM MODE |  Maps: 1, KFs: 18, MPs: 829, Matches: 228

SLAM MODE |  Maps: 1, KFs: 18, MPs: 829, Matches: 228

SLAM MODE |  Maps: 1, KFs: 18, MPs: 829, Matches: 224

SLAM MODE |  Maps: 1, KFs: 18, MPs: 829, Matches: 211

SLAM MODE |  Maps: 1, KFs: 18, MPs: 829, Matches: 211

SLAM MODE |  Maps: 1, KFs: 18, MPs: 829, Matches: 210

SLAM MODE |  Maps: 1, KFs: 19, MPs: 866, Matches: 181

SLAM MODE |  Maps: 1, KFs: 19, MPs: 866, Matches: 181

SLAM MODE |  Maps: 1, KFs: 19, MPs: 866, Matches: 226

SLAM MODE |  Maps: 1, KFs: 19, MPs: 866, Matches: 204

SLAM MODE |  Maps: 1, KFs: 19, MPs: 866, Matches: 190

SLAM MODE |  Maps: 1, KFs: 19, MPs: 866, Matches: 190

SLAM MODE |  Maps: 1, KFs: 19, MPs: 866, Matches: 188

SLAM MODE |  Maps: 1, KFs: 20, MPs: 906, Matches: 174

SLAM MODE |  Maps: 1, KFs: 20, MPs: 904, Matches: 174

SLAM MODE |  Maps: 1, KFs: 20, MPs: 904, Matches: 208

SLAM MODE |  Maps: 1, KFs: 20, MPs: 904, Matches: 184

SLAM MODE |  Maps: 1, KFs: 20, MPs: 904, Matches: 184

SLAM MODE |  Maps: 1, KFs: 21, MPs: 936, Matches: 151

SLAM MODE |  Maps: 1, KFs: 21, MPs: 936, Matches: 177

SLAM MODE |  Maps: 1, KFs: 21, MPs: 936, Matches: 171

SLAM MODE |  Maps: 1, KFs: 21, MPs: 936, Matches: 171

SLAM MODE |  Maps: 1, KFs: 22, MPs: 967, Matches: 142

SLAM MODE |  Maps: 1, KFs: 22, MPs: 967, Matches: 198

SLAM MODE |  Maps: 1, KFs: 22, MPs: 967, Matches: 198

SLAM MODE |  Maps: 1, KFs: 23, MPs: 985, Matches: 205

SLAM MODE |  Maps: 1, KFs: 23, MPs: 985, Matches: 228

SLAM MODE |  Maps: 1, KFs: 23, MPs: 985, Matches: 228

SLAM MODE |  Maps: 1, KFs: 23, MPs: 985, Matches: 205

SLAM MODE |  Maps: 1, KFs: 23, MPs: 985, Matches: 180

SLAM MODE |  Maps: 1, KFs: 23, MPs: 985, Matches: 180

SLAM MODE |  Maps: 1, KFs: 23, MPs: 985, Matches: 178

SLAM MODE |  Maps: 1, KFs: 24, MPs: 1028, Matches: 155

SLAM MODE |  Maps: 1, KFs: 24, MPs: 1028, Matches: 155

SLAM MODE |  Maps: 1, KFs: 24, MPs: 1028, Matches: 221

SLAM MODE |  Maps: 1, KFs: 24, MPs: 1028, Matches: 199

SLAM MODE |  Maps: 1, KFs: 24, MPs: 1028, Matches: 194

SLAM MODE |  Maps: 1, KFs: 24, MPs: 1028, Matches: 194

SLAM MODE |  Maps: 1, KFs: 24, MPs: 1028, Matches: 192

SLAM MODE |  Maps: 1, KFs: 24, MPs: 1028, Matches: 188

SLAM MODE |  Maps: 1, KFs: 24, MPs: 1028, Matches: 188

SLAM MODE |  Maps: 1, KFs: 24, MPs: 1028, Matches: 182

SLAM MODE |  Maps: 1, KFs: 24, MPs: 1028, Matches: 183

SLAM MODE |  Maps: 1, KFs: 24, MPs: 1028, Matches: 184

SLAM MODE |  Maps: 1, KFs: 24, MPs: 1103, Matches: 180

SLAM MODE |  Maps: 1, KFs: 25, MPs: 1020, Matches: 180

SLAM MODE |  Maps: 1, KFs: 25, MPs: 1020, Matches: 233

SLAM MODE |  Maps: 1, KFs: 25, MPs: 1020, Matches: 207

SLAM MODE |  Maps: 1, KFs: 25, MPs: 1020, Matches: 194

SLAM MODE |  Maps: 1, KFs: 25, MPs: 1020, Matches: 194

SLAM MODE |  Maps: 1, KFs: 25, MPs: 1020, Matches: 183

SLAM MODE |  Maps: 1, KFs: 25, MPs: 1020, Matches: 168

SLAM MODE |  Maps: 1, KFs: 25, MPs: 1020, Matches: 168

SLAM MODE |  Maps: 1, KFs: 26, MPs: 1050, Matches: 157

SLAM MODE |  Maps: 1, KFs: 26, MPs: 1050, Matches: 217

SLAM MODE |  Maps: 1, KFs: 26, MPs: 1050, Matches: 197

SLAM MODE |  Maps: 1, KFs: 26, MPs: 1050, Matches: 196

SLAM MODE |  Maps: 1, KFs: 26, MPs: 1050, Matches: 196

SLAM MODE |  Maps: 1, KFs: 26, MPs: 1050, Matches: 182

SLAM MODE |  Maps: 1, KFs: 26, MPs: 1050, Matches: 171

SLAM MODE |  Maps: 1, KFs: 26, MPs: 1128, Matches: 171

SLAM MODE |  Maps: 1, KFs: 27, MPs: 1099, Matches: 156

SLAM MODE |  Maps: 1, KFs: 27, MPs: 1099, Matches: 204

SLAM MODE |  Maps: 1, KFs: 27, MPs: 1099, Matches: 201

SLAM MODE |  Maps: 1, KFs: 27, MPs: 1099, Matches: 201

SLAM MODE |  Maps: 1, KFs: 27, MPs: 1099, Matches: 201

SLAM MODE |  Maps: 1, KFs: 27, MPs: 1099, Matches: 175

SLAM MODE |  Maps: 1, KFs: 28, MPs: 1096, Matches: 139

SLAM MODE |  Maps: 1, KFs: 28, MPs: 1096, Matches: 139

SLAM MODE |  Maps: 1, KFs: 28, MPs: 1096, Matches: 191

SLAM MODE |  Maps: 1, KFs: 28, MPs: 1096, Matches: 162

SLAM MODE |  Maps: 1, KFs: 29, MPs: 1132, Matches: 163

SLAM MODE |  Maps: 1, KFs: 29, MPs: 1132, Matches: 163

SLAM MODE |  Maps: 1, KFs: 29, MPs: 1132, Matches: 213

SLAM MODE |  Maps: 1, KFs: 29, MPs: 1132, Matches: 183

SLAM MODE |  Maps: 1, KFs: 29, MPs: 1132, Matches: 203

SLAM MODE |  Maps: 1, KFs: 29, MPs: 1132, Matches: 203

SLAM MODE |  Maps: 1, KFs: 29, MPs: 1132, Matches: 189

SLAM MODE |  Maps: 1, KFs: 29, MPs: 1132, Matches: 180

SLAM MODE |  Maps: 1, KFs: 29, MPs: 1132, Matches: 158

SLAM MODE |  Maps: 1, KFs: 29, MPs: 1132, Matches: 158

SLAM MODE |  Maps: 1, KFs: 30, MPs: 1189, Matches: 173

SLAM MODE |  Maps: 1, KFs: 30, MPs: 1189, Matches: 227

SLAM MODE |  Maps: 1, KFs: 30, MPs: 1189, Matches: 213

SLAM MODE |  Maps: 1, KFs: 30, MPs: 1189, Matches: 213

SLAM MODE |  Maps: 1, KFs: 30, MPs: 1189, Matches: 179

